pre,post,weight
12777,12999,12
12777,13048,7
12777,13103,5
12777,13115,1
12777,13118,2
12777,13146,2
12777,13167,2
12777,13186,1
12777,13258,6
12777,13274,1
12777,13319,2
12777,13363,31
12777,13460,1
12777,13502,4
12777,13528,3
12777,13544,1
12777,13561,1
12777,13586,2
12777,13602,2
12777,13816,4
12777,13861,2
12777,13937,2
12777,13952,5
12777,13961,1
12777,13964,1
12777,14009,10
12777,14011,14
12777,14100,2
12777,14117,8
12777,14130,4
12777,14249,5
12777,14254,1
12777,14321,1
12777,14333,2
12777,14352,6
12777,14475,7
12777,14548,3
12777,14566,1
12777,14637,16
12777,14643,4
12777,14670,2
12777,14701,15
12777,14708,2
12777,14715,6
12777,14718,2
12777,14773,3
12777,14803,1
12777,14804,4
12777,14826,2
12777,14912,9
12777,14932,2
12777,15030,2
12777,15051,1
12777,15146,1
12777,15236,2
12777,15242,2
12777,15247,9
12777,15259,2
12777,15277,1
12777,15302,1
12777,15320,10
12777,15321,2
12777,15335,1
12777,15347,4
12777,15382,4
12777,15452,5
12777,15534,7
12777,15567,14
12777,15592,1
12777,15611,6
12777,15612,7
12777,15646,2
12777,15657,4
12777,15707,6
12777,15732,3
12777,15734,3
12777,15744,1
12777,15812,1
12777,15869,1
12777,15903,2
12777,15926,1
12777,15933,2
12777,16037,1
12777,16048,3
12777,16049,3
12777,16181,2
12777,16183,4
12777,16186,1
12777,16222,1
12777,16267,2
12777,16290,1
12777,16298,9
12777,16382,5
12777,16502,1
12777,16519,1
12777,16620,4
12777,16630,3
12777,16695,1
12777,16773,1
12777,16794,18
12777,16941,6
12777,16945,1
12777,16951,1
12777,17006,1
12777,17079,3
12777,17183,5
12777,17195,2
12777,17233,8
12777,17268,2
12777,17282,5
12777,17539,2
12777,17709,3
12777,17744,5
12777,17768,3
12777,17771,2
12777,17823,2
12777,17853,3
12777,17912,1
12777,17937,2
12777,18125,1
12777,18325,9
12777,18343,1
12777,18474,1
12777,18585,3
12777,18590,1
12777,18697,6
12777,18871,1
12777,18940,1
12777,19040,2
12777,19073,6
12777,19091,1
12777,19239,6
12777,19296,1
12777,19427,3
12777,19480,1
12777,19562,3
12777,19576,3
12777,19640,1
12777,19846,3
12777,19874,3
12777,20178,1
12777,20595,2
12777,20757,1
12777,20815,5
12777,20839,6
12777,20860,4
12777,21105,1
12777,21561,1
12777,21731,2
12777,21746,1
12777,22570,2
12777,22758,1
12777,23073,1
12777,23209,1
12777,23489,2
12777,24634,2
12777,24701,1
12777,24883,2
12777,25478,3
12777,25557,5
12777,25992,6
12777,26276,1
12777,26750,1
12777,27203,1
12777,27252,1
12777,27724,1
12777,28514,1
12777,28674,2
12777,28834,1
12777,29670,1
12777,30029,1
12777,30373,2
12777,31018,1
12777,31451,2
12777,31724,1
12777,31975,1
12777,32101,2
12777,32179,2
12777,32404,1
12777,32461,2
12777,35642,3
12777,36216,4
12777,37111,3
12777,37135,2
12777,37855,1
12777,37943,2
12777,40046,1
12777,41226,2
12777,41288,1
12777,41640,2
12777,41883,1
12777,43293,1
12777,43740,2
12777,44216,1
12777,45834,2
12777,46337,1
12777,49147,6
12777,49856,2
12777,50622,1
12777,50661,2
12777,55883,2
12777,58896,1
12777,59347,1
12777,59789,1
12777,60241,5
12777,65021,5
12777,65528,11
12777,67168,2
12777,72881,8
12777,73405,2
12777,77434,1
12777,77868,1
12777,81596,1
12777,86931,1
12777,112815,1
12777,143601,2
12777,511790,1
12777,511814,5
12777,512118,1
12777,512192,3
12777,512266,6
12777,512277,2
12777,512446,3
12777,512486,1
12777,512507,3
12777,512516,11
12777,512547,9
12777,512550,2
12777,512552,1
12777,512722,1
12777,512730,2
12777,512794,1
12777,512795,2
12777,513146,6
12777,513609,2
12777,513647,1
12777,513685,9
12777,514034,1
12777,514297,1
12777,514345,2
12777,514410,3
12777,514644,1
12777,515600,1
12777,516215,1
12777,516285,2
12777,518776,1
12777,518889,1
12777,519365,3
12777,519441,1
12777,519630,2
12777,519659,1
12777,519661,3
12777,519766,6
12777,519772,1
12777,520157,3
12777,520670,2
12777,520671,2
12777,520790,1
12777,520816,2
12777,520865,14
12777,521130,1
12777,521190,2
12777,521206,35
12777,521222,1
12777,521223,2
12777,521230,7
12777,521231,1
12777,521618,1
12777,521747,1
12777,521748,3
12777,522428,9
12777,522465,3
12777,522756,1
12777,522921,1
12777,523040,1
12777,523516,1
12777,523517,4
12777,523540,6
12777,523590,1
12777,523780,3
12777,523808,2
12777,523836,20
12777,523982,1
12777,523993,1
12777,523998,1
12777,524046,2
12777,524253,1
12777,524406,1
12777,524428,1
12777,524429,1
12777,524610,2
12777,525609,2
12777,526521,7
12777,526948,2
12777,527318,2
12777,527588,1
12777,529571,1
12777,530151,1
12777,530560,3
12777,530561,5
12777,533045,1
12777,533971,3
12777,533975,1
12777,534419,2
12777,534896,1
12777,555238,6
12777,555258,2
12777,555266,1
12777,555270,1
12777,555295,5
12777,555296,3
12777,555759,1
12777,555850,1
12777,556022,3
12777,556023,1
12777,556717,1
12777,556838,2
12777,557640,1
12777,558926,2
12777,578849,2
12777,902216,1
12777,905567,6
12777,917934,1
12777,919942,5
12777,923713,1
12777,121521030,5
12777,248046011,3
12796,10030,2
12796,10038,2
12796,10082,2
12796,10115,2
12796,10145,9
12796,10230,3
12796,10239,1
12796,10348,1
12796,10353,1
12796,10388,2
12796,10405,7
12796,10494,1
12796,10585,1
12796,10820,2
12796,10916,2
12796,10986,6
12796,10988,7
12796,11116,2
12796,11177,1
12796,11219,1
12796,11331,7
12796,11338,5
12796,11472,13
12796,11526,9
12796,11527,1
12796,11649,1
12796,11720,4
12796,11750,1
12796,11799,1
12796,11854,2
12796,11954,1
12796,11964,5
12796,12071,11
12796,12120,7
12796,12287,1
12796,12326,1
12796,12337,4
12796,12434,2
12796,12442,6
12796,12448,1
12796,12508,14
12796,12560,2
12796,12829,1
12796,12870,3
12796,12899,3
12796,12903,4
12796,12952,1
12796,13029,1
12796,13050,9
12796,13075,1
12796,13098,5
12796,13108,4
12796,13122,3
12796,13159,3
12796,13162,4
12796,13171,8
12796,13222,8
12796,13385,2
12796,13401,6
12796,13430,1
12796,13495,1
12796,13562,5
12796,13597,8
12796,13665,7
12796,13738,2
12796,13822,1
12796,14338,1
12796,14350,11
12796,14407,1
12796,14782,7
12796,15035,1
12796,15036,1
12796,15239,2
12796,15358,1
12796,15362,2
12796,15493,1
12796,15777,1
12796,15871,1
12796,15876,3
12796,15955,1
12796,16362,3
12796,16364,1
12796,16719,3
12796,16762,1
12796,16767,20
12796,16789,2
12796,16874,2
12796,16960,10
12796,16961,2
12796,17089,1
12796,17112,2
12796,17192,8
12796,17279,1
12796,17589,2
12796,17702,2
12796,17726,1
12796,17735,3
12796,17851,8
12796,17867,7
12796,17918,1
12796,18034,5
12796,18066,21
12796,18097,1
12796,18186,44
12796,18187,2
12796,18268,3
12796,18276,3
12796,18382,3
12796,18426,2
12796,18479,1
12796,18554,4
12796,18800,3
12796,18817,2
12796,18876,1
12796,18974,3
12796,19020,6
12796,19200,2
12796,19417,5
12796,19705,1
12796,19984,6
12796,20097,3
12796,20117,3
12796,20563,1
12796,20709,13
12796,20755,1
12796,20757,4
12796,20803,4
12796,20929,2
12796,21033,1
12796,21137,9
12796,21244,2
12796,21272,1
12796,21538,4
12796,21568,1
12796,21591,2
12796,21605,1
12796,21647,2
12796,22697,2
12796,22781,1
12796,22839,6
12796,22848,2
12796,22881,12
12796,23017,1
12796,23043,1
12796,23504,1
12796,23787,3
12796,23968,4
12796,24378,5
12796,24613,3
12796,24623,1
12796,24780,2
12796,25345,2
12796,26255,1
12796,26256,1
12796,26343,1
12796,27690,1
12796,29483,3
12796,30347,3
12796,30391,5
12796,31697,1
12796,32156,1
12796,32306,6
12796,32788,1
12796,32911,1
12796,33416,1
12796,34409,1
12796,36494,5
12796,37464,5
12796,37700,5
12796,41363,7
12796,45164,1
12796,46508,2
12796,55136,1
12796,55785,1
12796,59347,2
12796,70011,1
12796,70815,1
12796,72467,1
12796,74590,2
12796,76910,7
12796,81985,1
12796,86796,1
12796,90681,1
12796,108816,5
12796,127239,5
12796,227289,1
12796,267996,2
12796,511899,1
12796,511900,1
12796,511901,2
12796,512011,8
12796,512823,5
12796,513041,6
12796,513042,3
12796,513102,8
12796,513129,3
12796,513344,1
12796,513415,1
12796,513650,3
12796,514077,4
12796,514680,1
12796,514881,6
12796,515276,1
12796,515538,2
12796,515799,1
12796,515990,2
12796,517424,1
12796,517677,6
12796,517735,2
12796,518176,3
12796,518253,1
12796,518363,2
12796,518589,2
12796,519419,9
12796,519518,17
12796,519519,1
12796,519862,3
12796,519903,1
12796,519904,1
12796,519908,2
12796,520020,2
12796,520090,1
12796,520146,7
12796,520168,1
12796,520651,1
12796,520889,12
12796,521580,1
12796,521736,4
12796,521783,13
12796,521981,3
12796,522348,3
12796,522407,1
12796,522419,2
12796,522750,2
12796,523512,3
12796,523648,35
12796,523998,3
12796,525460,7
12796,526032,1
12796,526837,1
12796,529985,1
12796,530190,1
12796,530938,15
12796,530941,1
12796,531867,2
12796,533064,11
12796,534040,23
12796,539247,2
12796,555488,5
12796,555705,1
12796,555707,1
12796,555747,1
12796,557035,5
12796,557352,7
12796,578193,3
12798,10001,9
12798,10074,4
12798,10082,539
12798,10091,7
12798,10100,1
12798,10101,1
12798,10106,1
12798,10109,2
12798,10115,65
12798,10146,4
12798,10184,2
12798,10202,2
12798,10230,2
12798,10241,18
12798,10252,115
12798,10283,133
12798,10287,3
12798,10297,4
12798,10323,14
12798,10325,15
12798,10361,7
12798,10417,3
12798,10580,31
12798,10584,85
12798,10588,2
12798,10667,55
12798,10707,3
12798,10778,2
12798,10879,18
12798,10887,2
12798,10923,58
12798,10957,120
12798,11108,19
12798,11133,47
12798,11177,33
12798,11205,2
12798,11303,1
12798,11472,16
12798,11526,4
12798,11571,7
12798,11630,17
12798,11632,4
12798,11677,2
12798,11720,15
12798,11832,1
12798,11854,1
12798,11895,11
12798,11964,1
12798,12041,6
12798,12074,9
12798,12079,2
12798,12120,5
12798,12184,11
12798,12278,3
12798,12326,3
12798,12419,48
12798,12434,1
12798,12507,1
12798,12628,27
12798,12984,1
12798,12990,13
12798,13161,1
12798,13264,2
12798,13385,1
12798,13616,1
12798,13825,1
12798,14411,51
12798,14606,2
12798,14683,7
12798,15323,82
12798,15414,1
12798,16093,1
12798,16263,1
12798,16445,3
12798,16550,3
12798,16870,1
12798,16931,1
12798,17284,1
12798,17331,7
12798,17404,1
12798,17426,30
12798,17584,39
12798,17616,1
12798,18090,2
12798,18687,25
12798,18876,1
12798,19554,5
12798,19572,5
12798,20136,6
12798,20650,3
12798,20709,1
12798,20922,13
12798,20929,5
12798,21433,5
12798,21568,1
12798,21641,2
12798,21647,3
12798,21865,2
12798,21902,1
12798,22839,1
12798,23399,10
12798,24613,1
12798,25345,1
12798,25542,1
12798,25839,9
12798,25860,1
12798,26746,2
12798,28160,62
12798,30398,11
12798,30511,3
12798,30883,6
12798,33037,62
12798,35534,1
12798,41222,1
12798,45897,1
12798,76637,3
12798,512159,5
12798,512192,2
12798,512415,32
12798,512922,5
12798,514293,4
12798,514481,4
12798,514764,1
12798,516362,1
12798,519365,1
12798,519772,6
12798,520022,1
12798,521377,3
12798,521693,3
12798,521981,9
12798,522465,4
12798,523808,2
12798,523921,3
12798,524375,1
12798,524804,2
12798,526837,1
12798,527690,23
12798,527694,2
12798,527704,2
12798,530085,76
12798,530850,6
12798,531985,22
12798,532839,11
12798,534040,32
12798,566769,1
12804,10032,8
12804,10163,2
12804,10331,42
12804,10467,3
12804,10471,1
12804,10553,12
12804,10563,1
12804,10643,9
12804,10703,1
12804,10740,2
12804,10857,1
12804,10864,103
12804,10881,2
12804,11127,4
12804,11179,2
12804,11241,1
12804,11484,2
12804,11582,4
12804,11710,12
12804,11909,2
12804,12073,1
12804,12258,2
12804,12319,111
12804,12377,1
12804,12589,1
12804,12777,1
12804,12807,1
12804,13118,1
12804,13146,30
12804,13297,6
12804,13313,2
12804,13460,5
12804,13719,1
12804,13826,1
12804,14131,49
12804,14593,1
12804,14955,2
12804,15679,3
12804,15903,1
12804,16151,1
12804,16290,1
12804,16463,1
12804,16595,1
12804,16630,1
12804,16714,2
12804,16962,1
12804,19091,1
12804,19296,1
12804,19576,1
12804,19640,1
12804,20595,1
12804,20860,4
12804,21038,1
12804,21670,2
12804,26276,26
12804,26557,2
12804,26595,29
12804,27203,3
12804,29095,16
12804,31021,1
12804,32154,21
12804,36216,1
12804,40622,24
12804,42022,1
12804,48783,8
12804,64414,1
12804,65021,1
12804,65884,1
12804,81596,1
12804,143601,1
12804,513655,1
12804,513656,1
12804,514951,3
12804,519659,1
12804,519667,2
12804,520669,1
12804,521222,1
12804,523590,1
12804,523633,1
12804,523677,83
12804,523679,1
12804,523723,1
12804,523724,7
12804,524606,2
12804,524608,1
12804,524610,5
12804,524800,1
12804,533044,1
12804,533975,2
12804,555256,13
12804,555270,10
12804,555295,10
12804,555296,159
12804,578575,28
12806,10385,4
12806,10506,2
12806,10511,1
12806,10557,1
12806,10673,1
12806,10703,2
12806,10833,2
12806,10964,7
12806,10976,1
12806,11131,1
12806,11179,3
12806,11231,6
12806,11248,2
12806,11484,3
12806,11650,1
12806,11708,3
12806,11743,1
12806,11932,1
12806,11935,1
12806,11968,2
12806,11970,1
12806,12036,1
12806,12176,7
12806,12230,2
12806,12268,21
12806,12293,3
12806,12319,1
12806,12364,13
12806,12422,7
12806,12470,3
12806,12474,2
12806,12582,1
12806,12617,17
12806,12651,11
12806,12675,1
12806,12752,64
12806,12777,1
12806,12807,18
12806,12808,1
12806,12819,25
12806,12843,6
12806,12935,3
12806,13118,3
12806,13228,1
12806,13393,1
12806,13510,13
12806,13561,1
12806,13602,1
12806,13754,9
12806,13799,3
12806,13937,1
12806,13952,3
12806,14009,1
12806,14011,3
12806,14125,104
12806,14157,7
12806,14321,13
12806,14333,1
12806,14352,2
12806,14384,7
12806,14415,1
12806,14548,5
12806,14579,2
12806,14611,1
12806,14637,2
12806,14701,6
12806,14715,2
12806,14718,3
12806,14803,2
12806,14804,3
12806,14856,6
12806,14891,1
12806,14953,32
12806,15236,8
12806,15247,1
12806,15277,31
12806,15286,9
12806,15534,1
12806,15567,14
12806,15592,4
12806,15646,1
12806,15703,1
12806,15732,1
12806,15734,1
12806,15926,109
12806,15982,2
12806,16037,2
12806,16142,2
12806,16146,2
12806,16181,22
12806,16222,159
12806,16298,1
12806,16463,59
12806,16543,2
12806,16944,1
12806,16945,1
12806,17211,2
12806,17428,3
12806,17626,2
12806,17655,1
12806,17771,25
12806,17912,3
12806,18148,31
12806,18239,13
12806,18474,1
12806,18880,8
12806,19040,1
12806,19073,10
12806,19091,40
12806,19480,7
12806,19640,37
12806,19874,2
12806,19906,2
12806,20839,1
12806,21746,1
12806,21828,2
12806,26027,4
12806,26470,1
12806,26764,6
12806,27724,24
12806,28514,5
12806,29109,1
12806,31018,10
12806,31451,21
12806,31789,6
12806,32428,2
12806,35644,59
12806,37943,38
12806,39335,96
12806,41226,79
12806,44196,9
12806,44225,4
12806,45856,6
12806,49147,1
12806,49856,132
12806,53553,1
12806,53635,1
12806,55426,2
12806,59789,3
12806,65528,1
12806,66284,4
12806,67168,52
12806,67373,1
12806,69958,2
12806,72881,1
12806,73405,1
12806,77213,1
12806,81151,2
12806,86283,1
12806,89638,2
12806,143601,24
12806,144505,1
12806,268258,4
12806,286350,4
12806,511790,8
12806,511989,2
12806,512446,7
12806,512547,1
12806,512794,5
12806,513411,4
12806,513685,5
12806,514034,1
12806,514255,169
12806,514292,6
12806,514345,17
12806,514625,5
12806,514644,11
12806,514753,3
12806,515718,4
12806,516285,2
12806,516890,1
12806,519630,1
12806,521206,3
12806,522921,8
12806,523040,4
12806,523540,1
12806,523679,1
12806,524426,1
12806,524427,152
12806,524428,115
12806,525609,55
12806,526948,1
12806,530560,1
12806,533045,1
12806,555292,3
12806,556022,1
12806,556702,2
12806,558926,4
12806,567143,3
12806,578849,5
12806,919942,2
12806,581710868,1
12807,10331,1
12807,10492,2
12807,10506,1
12807,10544,148
12807,10643,5
12807,10703,1
12807,10740,3
12807,10964,100
12807,10976,1
12807,11127,3
12807,11179,126
12807,11231,9
12807,11241,6
12807,11304,1
12807,11484,3
12807,11610,1
12807,11650,1
12807,11932,1
12807,11935,2
12807,11968,121
12807,11970,2
12807,12086,16
12807,12230,37
12807,12268,18
12807,12364,1
12807,12402,6
12807,12474,10
12807,12484,2
12807,12520,1
12807,12563,4
12807,12582,2
12807,12589,1
12807,12605,3
12807,12617,2
12807,12806,6
12807,12808,49
12807,12900,1
12807,12935,5
12807,12955,1
12807,13099,4
12807,13118,15
12807,13167,3
12807,13228,1
12807,13289,1
12807,13393,15
12807,13510,5
12807,13533,32
12807,13561,2
12807,13630,6
12807,13719,2
12807,13754,30
12807,13799,102
12807,13937,1
12807,13943,2
12807,14157,153
12807,14178,1
12807,14321,4
12807,14333,2
12807,14384,3
12807,14548,7
12807,14611,1
12807,14715,1
12807,14718,5
12807,14856,1
12807,14891,8
12807,15204,2
12807,15259,76
12807,15286,18
12807,15490,1
12807,15567,6
12807,15612,3
12807,15649,18
12807,15703,24
12807,15845,3
12807,15926,3
12807,15982,2
12807,16037,1
12807,16142,4
12807,16146,1
12807,16181,2
12807,16222,6
12807,16294,2
12807,16543,2
12807,16763,6
12807,16949,1
12807,17211,26
12807,17370,8
12807,17655,12
12807,18159,6
12807,18474,33
12807,18697,1
12807,19040,1
12807,19073,1
12807,20178,32
12807,20595,4
12807,20770,1
12807,21828,32
12807,26027,1
12807,26764,12
12807,28332,1
12807,31018,1
12807,31451,1
12807,32885,2
12807,36316,4
12807,41023,1
12807,41640,1
12807,44423,1
12807,49856,1
12807,50967,1
12807,53635,10
12807,57803,1
12807,64414,1
12807,66284,10
12807,67168,1
12807,67373,1
12807,77213,1
12807,81151,3
12807,89638,1
12807,268258,45
12807,511989,91
12807,512266,3
12807,512613,8
12807,512861,13
12807,513146,19
12807,513411,1
12807,513655,1
12807,514297,1
12807,514345,1
12807,514951,1
12807,515718,1
12807,516890,2
12807,517861,3
12807,519441,20
12807,519630,6
12807,520300,4
12807,520670,1
12807,521748,2
12807,522428,5
12807,522702,1
12807,523040,3
12807,523540,1
12807,523633,5
12807,523679,50
12807,524613,2
12807,526948,1
12807,530560,1
12807,555264,5
12807,555293,4
12807,555296,2
12807,555759,5
12807,556567,18
12807,919942,1
12807,508788865,36
12808,10032,3
12808,10135,1
12808,10159,4
12808,10163,6
12808,10310,4
12808,10313,2
12808,10331,5
12808,10385,4
12808,10467,3
12808,10471,5
12808,10492,4
12808,10506,2
12808,10553,8
12808,10557,6
12808,10563,11
12808,10623,4
12808,10643,15
12808,10662,6
12808,10673,6
12808,10703,8
12808,10740,12
12808,10833,2
12808,10849,11
12808,10857,2
12808,10864,7
12808,10881,2
12808,10960,2
12808,10961,3
12808,10964,7
12808,10967,1
12808,10976,3
12808,11021,11
12808,11097,8
12808,11127,14
12808,11131,1
12808,11160,2
12808,11179,4
12808,11200,1
12808,11231,3
12808,11241,6
12808,11248,3
12808,11274,2
12808,11304,2
12808,11386,1
12808,11388,3
12808,11429,2
12808,11484,6
12808,11496,3
12808,11506,8
12808,11570,5
12808,11582,3
12808,11604,3
12808,11650,8
12808,11710,9
12808,11743,1
12808,11755,2
12808,11772,1
12808,11844,10
12808,11896,6
12808,11909,1
12808,11932,6
12808,11935,7
12808,11941,1
12808,11968,1
12808,11970,5
12808,12035,4
12808,12036,4
12808,12054,7
12808,12073,3
12808,12109,1
12808,12128,10
12808,12144,1
12808,12176,4
12808,12210,2
12808,12230,1
12808,12256,2
12808,12258,1
12808,12268,4
12808,12293,6
12808,12319,16
12808,12364,7
12808,12393,4
12808,12402,4
12808,12422,2
12808,12474,11
12808,12484,3
12808,12498,10
12808,12520,3
12808,12563,11
12808,12582,13
12808,12589,23
12808,12600,6
12808,12617,19
12808,12651,22
12808,12716,3
12808,12752,4
12808,12804,8
12808,12806,4
12808,12807,28
12808,12811,6
12808,12819,12
12808,12821,3
12808,12831,3
12808,12842,4
12808,12851,8
12808,12886,2
12808,12900,7
12808,12935,3
12808,12941,2
12808,12955,7
12808,12991,3
12808,12999,1
12808,13032,2
12808,13048,2
12808,13083,6
12808,13103,2
12808,13104,2
12808,13115,1
12808,13118,5
12808,13146,2
12808,13167,4
12808,13186,8
12808,13228,7
12808,13272,4
12808,13297,4
12808,13313,3
12808,13319,5
12808,13363,1
12808,13393,13
12808,13402,4
12808,13460,2
12808,13502,1
12808,13510,19
12808,13533,1
12808,13544,4
12808,13561,4
12808,13611,5
12808,13693,1
12808,13719,1
12808,13754,1
12808,13799,7
12808,13803,4
12808,13816,2
12808,13823,2
12808,13826,1
12808,13861,3
12808,13937,2
12808,13958,4
12808,13961,3
12808,13964,7
12808,14009,5
12808,14011,19
12808,14026,5
12808,14032,1
12808,14044,3
12808,14100,1
12808,14101,18
12808,14117,1
12808,14130,5
12808,14131,1
12808,14157,29
12808,14160,5
12808,14210,5
12808,14249,3
12808,14289,8
12808,14290,3
12808,14321,5
12808,14322,3
12808,14333,2
12808,14346,7
12808,14352,10
12808,14384,3
12808,14385,2
12808,14424,3
12808,14451,7
12808,14475,2
12808,14548,7
12808,14566,3
12808,14579,1
12808,14593,1
12808,14611,4
12808,14637,7
12808,14643,1
12808,14670,9
12808,14701,8
12808,14718,7
12808,14734,3
12808,14745,5
12808,14773,2
12808,14803,2
12808,14804,1
12808,14856,4
12808,14861,1
12808,14891,4
12808,14932,3
12808,14953,9
12808,14955,2
12808,14960,4
12808,15030,7
12808,15146,2
12808,15204,3
12808,15236,3
12808,15247,6
12808,15254,7
12808,15259,14
12808,15285,2
12808,15286,7
12808,15302,5
12808,15321,3
12808,15335,1
12808,15450,3
12808,15490,3
12808,15500,2
12808,15534,2
12808,15567,2
12808,15592,1
12808,15611,1
12808,15612,17
12808,15646,2
12808,15649,6
12808,15657,8
12808,15732,4
12808,15734,4
12808,15744,1
12808,15812,1
12808,15845,1
12808,15869,9
12808,15903,1
12808,15912,7
12808,15926,8
12808,15982,2
12808,16026,2
12808,16037,6
12808,16049,1
12808,16142,6
12808,16146,1
12808,16181,14
12808,16222,4
12808,16267,3
12808,16290,5
12808,16314,3
12808,16331,4
12808,16382,10
12808,16397,1
12808,16454,6
12808,16463,5
12808,16502,3
12808,16508,1
12808,16519,3
12808,16543,5
12808,16557,1
12808,16620,4
12808,16691,3
12808,16695,2
12808,16714,1
12808,16733,1
12808,16763,3
12808,16773,3
12808,16794,4
12808,16907,5
12808,16941,1
12808,16944,1
12808,16945,9
12808,16951,1
12808,16990,2
12808,17033,5
12808,17079,1
12808,17090,1
12808,17099,3
12808,17109,4
12808,17129,5
12808,17195,6
12808,17211,4
12808,17268,8
12808,17282,3
12808,17428,11
12808,17502,4
12808,17539,8
12808,17626,1
12808,17655,6
12808,17709,3
12808,17739,3
12808,17744,6
12808,17768,3
12808,17771,5
12808,17782,1
12808,17840,1
12808,17901,1
12808,17912,1
12808,17937,1
12808,18080,1
12808,18125,5
12808,18148,3
12808,18159,1
12808,18218,1
12808,18239,9
12808,18325,3
12808,18343,2
12808,18360,4
12808,18474,11
12808,18585,17
12808,18590,1
12808,18613,4
12808,18645,3
12808,18697,6
12808,18757,2
12808,18871,8
12808,18880,16
12808,19027,4
12808,19040,7
12808,19091,5
12808,19239,2
12808,19427,1
12808,19480,13
12808,19562,1
12808,19576,8
12808,19640,4
12808,19846,1
12808,19874,4
12808,19888,3
12808,19973,6
12808,20178,4
12808,20595,6
12808,20770,1
12808,20815,2
12808,20839,2
12808,20860,4
12808,21038,3
12808,21731,4
12808,21746,15
12808,21828,12
12808,22088,1
12808,22758,2
12808,23209,1
12808,23489,2
12808,23513,1
12808,24634,2
12808,24776,2
12808,24883,2
12808,24922,1
12808,25783,3
12808,25992,5
12808,26027,12
12808,26210,5
12808,26276,1
12808,26470,4
12808,26557,1
12808,26595,2
12808,26643,4
12808,26764,7
12808,27203,6
12808,27252,2
12808,27938,1
12808,27986,7
12808,28181,18
12808,28332,2
12808,28473,10
12808,28514,2
12808,28674,1
12808,29264,8
12808,30373,2
12808,31018,9
12808,31021,3
12808,31451,10
12808,31675,1
12808,31789,3
12808,31975,1
12808,32102,1
12808,32154,1
12808,32428,1
12808,32461,7
12808,32632,14
12808,32885,10
12808,32931,6
12808,33053,1
12808,33468,3
12808,34191,1
12808,34213,1
12808,35644,1
12808,36216,3
12808,36316,12
12808,36496,4
12808,37111,4
12808,37130,1
12808,37974,2
12808,40046,1
12808,40463,3
12808,40622,1
12808,41023,2
12808,41233,1
12808,41640,4
12808,42022,1
12808,42028,3
12808,43293,12
12808,43422,13
12808,43460,2
12808,43740,4
12808,43765,7
12808,44196,9
12808,44216,36
12808,44225,2
12808,45834,3
12808,45856,2
12808,46013,3
12808,46337,2
12808,48783,1
12808,49147,5
12808,49856,4
12808,50622,8
12808,50661,3
12808,50745,4
12808,51827,1
12808,52946,2
12808,53553,1
12808,53649,5
12808,55426,11
12808,57803,2
12808,58277,1
12808,58896,2
12808,59789,2
12808,60241,5
12808,64414,4
12808,64484,1
12808,65021,1
12808,65314,1
12808,65528,4
12808,65884,3
12808,66284,5
12808,67168,12
12808,67373,5
12808,69958,5
12808,71254,2
12808,72047,1
12808,73405,1
12808,75193,1
12808,77213,4
12808,77434,1
12808,81151,2
12808,81228,3
12808,81596,9
12808,81741,1
12808,81772,1
12808,86283,18
12808,87982,1
12808,89638,10
12808,91846,2
12808,92440,1
12808,101087,1
12808,112815,3
12808,120303,1
12808,122806,1
12808,125111,1
12808,125405,1
12808,129624,1
12808,143601,2
12808,154152,1
12808,157030,1
12808,163597,1
12808,164437,1
12808,168492,1
12808,175078,1
12808,179773,1
12808,183061,1
12808,203234,1
12808,209155,1
12808,210344,1
12808,228797,1
12808,246432,1
12808,262567,1
12808,268258,32
12808,272263,1
12808,317616,1
12808,511790,9
12808,511814,8
12808,512079,2
12808,512266,21
12808,512277,1
12808,512446,8
12808,512486,1
12808,512516,3
12808,512547,2
12808,512550,13
12808,512551,1
12808,512552,1
12808,512614,6
12808,512730,7
12808,512751,4
12808,512794,1
12808,512795,2
12808,513146,12
12808,513162,3
12808,513411,11
12808,513609,2
12808,513655,4
12808,513656,2
12808,513685,2
12808,513875,2
12808,514034,2
12808,514035,1
12808,514255,2
12808,514292,3
12808,514297,12
12808,514345,8
12808,514396,1
12808,514410,6
12808,514625,11
12808,514628,1
12808,514644,5
12808,514753,5
12808,514951,4
12808,514967,1
12808,515718,2
12808,516215,5
12808,516217,2
12808,516218,5
12808,516239,3
12808,516285,4
12808,516642,2
12808,516890,7
12808,517255,2
12808,517861,9
12808,518309,1
12808,518540,4
12808,518776,1
12808,519441,12
12808,519630,4
12808,519659,2
12808,519661,12
12808,519662,2
12808,519666,2
12808,519766,1
12808,520157,3
12808,520669,5
12808,520670,5
12808,520671,4
12808,520816,2
12808,520865,3
12808,521130,21
12808,521206,4
12808,521222,3
12808,521223,2
12808,521230,7
12808,521231,3
12808,521297,1
12808,521415,2
12808,521618,3
12808,521727,4
12808,521747,19
12808,521748,19
12808,521749,6
12808,521928,2
12808,522428,23
12808,522702,3
12808,522753,1
12808,522755,3
12808,522762,1
12808,522841,1
12808,522921,5
12808,523038,3
12808,523039,2
12808,523040,4
12808,523516,7
12808,523517,2
12808,523518,1
12808,523540,6
12808,523590,5
12808,523632,1
12808,523633,2
12808,523677,1
12808,523679,3
12808,523723,1
12808,523836,7
12808,523982,2
12808,523983,4
12808,523993,4
12808,524046,6
12808,524253,1
12808,524254,1
12808,524406,1
12808,524426,3
12808,524427,2
12808,524428,2
