bodyId,bx,by,bz,count
11943,65,16,18,163
11943,63,17,17,198
11943,65,35,30,9
11943,64,17,16,104
11943,63,13,18,78
11943,66,14,16,70
11943,66,16,18,124
11943,66,37,29,50
11943,64,13,20,37
11943,67,35,30,173
11943,68,35,28,9
11943,65,35,31,101
11943,65,15,17,283
11943,66,36,31,122
11943,66,17,27,3
11943,67,36,30,42
11943,64,35,32,81
11943,66,15,16,49
11943,68,38,29,7
11943,66,15,19,20
11943,64,34,32,15
11943,68,36,28,21
11943,65,34,34,94
11943,66,35,32,82
11943,62,18,22,1
11943,65,16,19,149
11943,65,15,19,141
11943,64,19,19,1
11943,66,34,31,58
11943,64,34,35,58
11943,66,34,32,83
11943,63,14,26,1
11943,63,16,18,101
11943,65,35,32,74
11943,62,16,18,106
11943,66,16,17,79
11943,64,16,17,167
11943,65,17,16,51
11943,63,15,16,72
11943,63,16,16,199
11943,63,17,19,1
11943,63,16,19,76
11943,65,15,18,132
11943,67,16,18,102
11943,63,15,17,30
11943,63,33,36,93
11943,66,36,28,9
11943,65,34,32,179
11943,63,17,18,51
11943,66,17,17,46
11943,66,16,16,22
11943,67,35,29,90
11943,66,13,19,7
11943,68,37,30,8
11943,67,37,30,39
11943,67,37,29,53
11943,63,14,18,28
11943,65,14,17,149
11943,62,15,18,17
11943,66,15,18,252
11943,63,15,18,57
11943,62,14,17,143
11943,67,35,28,6
11943,64,33,35,16
11943,63,34,35,20
11943,65,36,31,96
11943,64,12,19,8
11943,69,37,28,11
11943,66,35,29,45
11943,64,34,33,11
11943,65,33,33,20
11943,65,16,17,282
11943,64,36,31,24
11943,68,36,29,63
11943,68,34,28,3
11943,67,35,31,126
11943,66,36,30,184
11943,65,17,19,23
11943,67,16,17,5
11943,65,14,16,59
11943,65,36,30,27
11943,64,35,34,6
11943,62,13,17,83
11943,64,15,17,98
11943,65,35,34,32
11943,64,35,33,37
11943,68,36,30,54
11943,67,38,29,3
11943,66,34,30,15
11943,67,37,28,78
11943,65,35,33,58
11943,64,32,37,3
11943,66,36,32,56
11943,66,37,30,29
11943,67,37,32,4
11943,66,33,32,13
11943,66,32,33,3
11943,67,34,33,9
11943,64,14,20,73
11943,68,35,30,6
11943,64,16,19,56
11943,67,13,18,5
11943,67,15,19,20
11943,63,13,19,3
11943,63,14,19,18
11943,64,33,36,9
11943,66,17,18,17
11943,63,13,16,7
11943,64,13,19,98
11943,65,14,18,80
11943,63,12,18,44
11943,63,16,17,153
11943,67,17,28,1
11943,67,16,27,28
11943,69,38,28,14
11943,68,37,27,63
11943,63,17,16,43
11943,68,19,29,2
11943,68,18,28,47
11943,67,17,27,127
11943,67,36,31,17
11943,66,14,17,208
11943,67,14,17,108
11943,65,18,18,1
11943,64,14,19,176
11943,63,34,34,27
11943,64,32,34,2
11943,65,37,30,16
11943,62,17,18,16
11943,64,16,18,92
11943,61,16,17,18
11943,63,13,20,1
11943,61,17,17,23
11943,68,34,29,5
11943,69,36,28,15
11943,68,37,31,1
11943,64,15,18,7
11943,68,14,18,3
11943,65,13,16,3
11943,64,13,18,25
11943,66,16,19,5
11943,65,13,19,100
11943,67,15,20,1
11943,61,17,16,9
11943,62,16,16,75
11943,65,34,31,16
11943,63,12,17,9
11943,67,14,19,59
11943,67,31,30,2
11943,69,37,27,15
11943,66,37,31,3
11943,67,37,31,11
11943,61,14,17,32
11943,63,15,19,5
11943,68,31,30,2
11943,69,35,28,10
11943,61,15,17,26
11943,62,14,16,39
11943,67,34,29,8
11943,67,38,28,8
11943,63,34,36,4
11943,64,12,17,23
11943,65,13,17,21
11943,65,33,35,2
11943,62,17,16,4
11943,66,33,33,11
11943,65,36,34,1
11943,66,14,19,72
11943,67,38,31,8
11943,68,38,31,14
11943,68,38,32,10
11943,66,37,28,1
11943,67,34,31,3
11943,64,32,36,6
11943,66,38,28,8
11943,66,17,19,1
11943,64,35,35,5
11943,65,37,29,5
11943,65,13,18,6
11943,61,16,18,3
11943,68,14,19,2
11943,66,33,34,1
11943,61,15,16,26
11943,67,13,19,2
11943,68,35,29,9
11943,68,36,27,4
11943,68,26,29,1
11943,68,26,30,1
11943,65,16,26,15
11943,65,13,20,18
11943,66,16,27,23
11943,69,36,27,24
11943,69,38,29,1
11943,66,16,26,9
11943,62,13,18,26
11943,65,36,29,1
11943,65,32,34,1
11943,69,35,29,5
11943,67,14,20,11
11943,66,33,31,2
11943,67,32,31,1
11943,66,35,34,4
11950,58,34,21,8
11950,55,35,24,39
11950,60,37,22,323
11950,59,37,22,52
11950,62,35,20,12
11950,62,34,19,20
11950,59,36,21,70
11950,57,34,23,136
11950,62,32,18,12
11950,58,34,24,7
11950,60,37,26,30
11950,52,40,25,148
11950,51,42,30,168
11950,62,32,22,2
11950,60,36,22,64
11950,61,37,23,169
11950,53,40,25,48
11950,61,32,25,181
11950,59,32,24,60
11950,52,41,28,111
11950,52,41,29,330
11950,59,37,25,23
11950,59,37,24,80
11950,51,42,26,120
11950,63,33,19,19
11950,58,35,25,2
11950,62,33,22,24
11950,60,37,24,54
11950,53,40,27,15
11950,59,38,26,34
11950,54,39,28,10
11950,62,30,24,15
11950,61,31,25,162
11950,59,33,18,7
11950,58,37,23,33
11950,58,37,24,144
11950,59,33,25,23
11950,62,34,20,13
11950,53,42,31,56
11950,53,42,30,53
11950,56,37,24,74
11950,62,37,23,11
11950,53,41,29,40
11950,55,36,24,184
11950,63,33,22,114
11950,55,37,25,135
11950,53,40,30,7
11950,53,40,26,94
11950,59,38,24,63
11950,60,36,23,61
11950,63,34,23,74
11950,61,31,22,85
11950,61,34,20,26
11950,58,35,22,7
11950,53,40,28,72
11950,60,36,24,22
11950,63,33,24,139
11950,63,29,25,298
11950,57,37,25,175
11950,61,32,17,8
11950,61,33,19,20
11950,57,38,24,169
11950,53,42,27,57
11950,55,38,24,11
11950,61,36,20,8
11950,59,33,21,6
11950,63,30,25,2
11950,54,39,26,75
11950,57,34,22,147
11950,61,36,23,75
11950,54,39,29,13
11950,61,37,25,75
11950,51,41,28,156
11950,53,39,26,154
11950,62,32,25,154
11950,52,42,28,8
11950,51,40,25,17
11950,55,36,26,8
11950,63,33,20,16
11950,60,37,23,60
11950,53,40,29,16
11950,62,33,24,27
11950,53,39,25,14
11950,60,36,21,66
11950,55,39,28,10
11950,62,36,24,15
11950,56,37,25,46
11950,60,33,19,15
11950,57,37,23,97
11950,61,33,18,13
11950,52,42,27,9
11950,60,38,25,13
11950,58,33,21,22
11950,55,38,25,139
11950,58,38,26,5
11950,59,38,25,23
11950,62,36,23,44
11950,62,35,22,18
11950,63,32,21,24
11950,63,34,21,73
11950,63,33,21,22
11950,60,32,22,10
11950,64,31,22,94
11950,52,41,27,4
11950,61,30,22,16
11950,63,34,19,10
11950,63,36,24,28
11950,59,35,22,6
11950,58,37,22,6
11950,58,38,25,28
11950,56,35,23,60
11950,62,36,20,6
11950,59,35,21,14
11950,63,34,22,62
11950,61,38,23,7
11950,59,36,25,13
11950,62,31,18,2
11950,59,36,22,24
11950,61,36,22,42
11950,61,36,21,130
11950,63,35,26,15
11950,56,36,23,387
11950,61,34,19,8
11950,62,30,25,12
11950,62,35,21,95
11950,58,34,20,5
11950,64,34,22,10
11950,58,33,20,10
11950,53,38,25,65
11950,62,34,21,23
11950,61,33,16,9
11950,62,32,20,1
11950,58,37,25,16
11950,58,33,22,5
11950,51,41,26,74
11950,59,37,23,301
11950,62,33,18,16
11950,60,36,20,28
11950,54,40,29,15
11950,57,38,25,131
11950,62,33,17,2
11950,59,34,20,17
11950,56,36,24,18
11950,60,31,23,8
11950,61,34,21,35
11950,63,32,20,16
11950,58,34,23,87
11950,60,35,20,36
11950,61,35,20,69
11950,62,33,23,7
11950,62,34,18,4
11950,61,37,21,6
11950,53,41,26,73
11950,66,33,23,3
11950,66,33,22,6
11950,52,42,30,87
11950,52,42,29,89
11950,57,33,23,161
11950,52,40,29,21
11950,54,36,25,112
11950,59,38,23,328
11950,58,34,22,3
11950,63,33,23,229
11950,63,35,21,26
11950,52,41,26,103
11950,63,31,23,83
11950,64,30,26,80
11950,62,33,21,72
11950,53,41,27,180
11950,58,38,24,210
11950,59,34,24,15
11950,61,37,22,26
11950,61,34,18,3
11950,61,30,19,1
11950,65,33,24,151
11950,57,37,24,29
11950,54,36,26,12
11950,62,36,21,93
11950,59,34,25,2
11950,54,40,26,37
11950,60,38,26,28
11950,68,30,20,9
11950,64,34,24,82
11950,62,31,24,26
11950,60,33,18,9
11950,59,36,23,21
11950,58,35,21,25
11950,57,37,27,7
11950,60,32,23,8
11950,59,33,19,10
11950,60,32,20,8
11950,62,33,19,3
11950,64,34,21,6
11950,52,41,30,90
11950,60,38,23,15
11950,58,36,26,12
11950,57,37,26,44
11950,62,36,22,48
11950,60,31,21,14
11950,51,41,25,26
11950,62,35,25,17
11950,61,32,20,7
11950,53,41,28,35
11950,60,33,20,6
11950,65,32,22,11
11950,61,37,24,158
11950,63,30,26,6
11950,53,41,30,19
11950,54,36,24,86
11950,62,32,17,6
11950,63,33,25,46
11950,62,33,25,3
11950,60,32,21,10
11950,63,30,24,6
11950,59,36,20,3
11950,59,32,23,26
11950,64,29,27,65
11950,52,40,28,26
11950,62,32,24,9
11950,63,33,26,8
11950,61,33,20,5
11950,62,31,22,18
11950,60,34,21,2
11950,62,29,25,1
11950,64,35,23,1
11950,61,33,17,2
11950,60,31,22,126
11950,59,36,24,18
11950,56,34,24,200
11950,57,35,23,25
11950,63,32,22,60
11950,56,37,26,9
11950,63,34,20,10
11950,55,37,24,110
11950,62,32,26,10
11950,54,35,25,61
11950,60,34,20,4
11950,62,37,22,6
11950,52,41,25,8
11950,51,40,29,5
11950,62,31,19,1
11950,53,43,31,36
11950,61,32,18,7
11950,60,32,19,25
11950,65,29,22,46
11950,55,39,26,1
11950,60,34,19,2
11950,65,30,21,16
11950,56,38,25,17
11950,52,40,24,8
11950,62,37,21,4
11950,59,34,23,3
11950,63,32,19,3
11950,63,31,25,11
11950,63,36,22,2
11950,62,35,23,7
11950,55,36,25,41
11950,51,41,30,23
11950,62,37,24,6
11950,63,32,24,13
11950,62,34,22,5
11950,61,34,22,6
11950,56,34,23,14
11950,64,34,25,90
11950,67,29,22,3
11950,61,31,21,35
11950,64,29,25,8
11950,65,34,25,76
11950,64,33,24,57
11950,63,29,24,27
11950,63,34,24,19
11950,65,33,23,18
11950,56,37,27,6
11950,59,35,25,9
11950,62,34,23,17
11950,61,35,22,8
11950,61,34,27,21
11950,63,35,27,27
11950,60,34,27,34
11950,63,30,27,2
11950,65,31,27,4
11950,62,33,27,2
11950,61,36,27,1
11950,62,35,26,2
11950,62,33,26,16
11950,61,32,26,4
11950,60,33,25,27
11950,62,36,25,48
11950,65,34,24,2
11950,60,32,24,7
11950,63,36,23,2
11950,67,32,23,6
11950,67,32,22,12
11950,67,33,22,3
11950,67,32,21,4
11950,68,30,21,5
11950,62,31,21,59
11950,63,29,27,2
11950,58,32,23,82
11950,64,33,23,23
11950,64,32,20,16
11950,66,29,22,80
11950,61,32,21,29
11950,55,37,26,27
11950,52,40,26,106
11950,54,38,24,1
11950,62,31,27,10
11950,66,32,23,7
11950,62,33,20,11
11950,58,38,23,472
11950,55,36,23,1
11950,59,35,20,12
11950,65,31,22,64
11950,67,30,22,95
11950,65,31,21,25
11950,68,31,19,22
11950,65,34,23,5
11950,64,31,20,8
11950,64,31,19,3
11950,61,32,19,1
11950,52,42,31,107
11950,51,43,30,8
11950,54,37,25,63
11950,55,35,25,9
11950,56,37,23,25
11950,60,37,21,5
11950,57,33,21,169
11950,60,35,21,8
11950,61,31,18,3
11950,62,37,25,124
11950,65,32,23,2
11950,66,31,23,78
11950,68,30,22,2
11950,68,31,20,10
11950,67,31,18,4
11950,61,36,24,5
11950,60,33,17,2
11950,65,32,20,6
11950,64,31,26,1
11950,64,33,25,3
11950,62,31,25,12
11950,65,33,22,2
11950,64,32,19,2
11950,68,31,18,15
11950,54,41,28,3
11950,51,42,27,2
11950,51,42,25,7
11950,61,33,25,4
11950,59,36,26,9
11950,61,36,26,5
11950,63,35,25,21
11950,63,35,22,11
11950,63,31,26,1
11950,64,32,24,1
11950,66,31,26,2
11950,58,31,21,2
11950,63,30,23,4
11950,52,39,25,2
11950,58,33,23,48
11950,57,33,22,40
11950,57,35,22,1
11950,62,32,21,5
11950,50,43,34,4
11950,50,44,34,4
11950,51,43,27,4
11950,67,31,22,2
11950,59,37,26,1
11950,54,38,25,98
11950,61,35,21,26
11950,61,32,22,3
11950,59,34,19,1
11950,52,40,27,2
11950,57,36,26,2
11950,54,37,26,1
11950,66,34,23,1
11950,66,31,22,28
11950,64,32,22,1
11950,66,30,21,6
11950,61,33,26,12
11950,61,38,24,3
11950,59,35,24,4
11950,56,36,25,4
11950,64,30,27,2
11950,65,30,26,3
11950,65,31,26,36
11950,62,30,26,5
11950,60,37,25,10
11950,63,31,22,49
11950,59,37,21,1
11950,54,42,27,25
11950,64,29,23,82
11950,55,38,26,3
11950,63,34,27,3
11950,60,35,27,4
11950,60,35,26,15
11950,60,33,26,4
11950,57,36,23,2
11950,60,35,24,2
11950,62,32,27,10
11950,63,29,23,174
11950,54,42,28,7
11950,62,35,19,1
11950,61,32,24,14
11950,65,32,21,2
11950,63,31,20,6
11950,54,41,27,1
11950,50,40,25,1
11950,54,37,24,3
11950,51,41,29,3
11950,62,29,26,20
11950,66,30,23,1
11950,63,32,18,1
11950,62,29,27,2
11950,62,31,26,2
11950,63,29,26,31
11950,56,35,22,2
11950,61,33,21,8
11950,64,34,23,1
11950,58,36,23,1
11950,59,32,18,3
11950,58,38,27,1
11950,67,31,19,3
11950,57,33,24,7
11950,58,38,28,12
11950,63,35,24,3
11950,64,29,22,14
11950,64,30,25,2
11950,64,31,25,1
11950,57,38,23,21
11950,63,31,24,42
11950,57,34,24,8
11950,61,31,26,1
11950,65,33,25,6
11950,60,35,25,2
11950,51,42,29,3
11950,67,30,21,1
11950,63,34,26,2
11950,62,35,24,1
11950,62,36,26,1
11950,64,30,22,1
11950,67,30,20,1
11950,68,31,22,1
11950,66,33,24,1
11950,63,36,21,2
11950,61,32,23,1
11950,60,34,26,1
11950,60,34,25,2
11950,61,31,19,1
11950,63,32,23,21
11950,61,38,26,12
11950,59,38,22,8
11950,51,43,34,26
11950,61,35,19,13
11950,56,34,22,10
11950,50,44,33,5
11950,61,37,26,17
11950,64,35,27,9
11950,58,31,20,3
11954,52,23,25,39
11954,51,10,17,44
11954,62,18,24,110
11954,62,16,23,137
11954,61,16,23,72
11954,67,20,24,17
11954,63,13,22,54
11954,65,17,22,128
11954,64,18,22,84
11954,48,25,18,1
11954,65,17,23,37
11954,54,16,23,27
11954,64,17,23,47
11954,54,13,31,1
11954,64,15,24,6
11954,64,17,21,256
11954,59,15,23,83
11954,57,21,24,80
11954,55,14,31,1
11954,63,24,20,6
11954,63,22,19,26
11954,44,32,22,68
11954,63,17,21,79
11954,62,13,22,76
11954,58,16,23,60
11954,62,19,22,18
11954,47,26,25,82
11954,64,20,21,139
11954,64,24,18,108
11954,60,24,24,4
11954,62,16,25,6
11954,57,14,24,28
11954,63,26,21,16
11954,67,15,23,26
11954,45,34,25,27
11954,58,15,23,12
11954,59,13,23,15
11954,60,12,23,66
11954,59,14,23,29
11954,61,16,20,10
11954,45,25,24,91
11954,60,9,21,1
11954,56,21,24,12
11954,48,20,16,8
11954,44,32,21,7
11954,62,12,23,5
11954,57,20,23,69
11954,59,16,23,198
11954,45,29,21,2
11954,63,26,22,1
11954,66,19,22,22
11954,40,25,25,82
11954,53,12,30,1
11954,61,16,22,5
11954,63,17,25,5
11954,48,18,17,3
11954,50,14,13,44
11954,59,14,24,14
11954,55,18,23,28
11954,59,9,21,5
11954,65,24,19,16
11954,55,15,24,10
11954,61,10,21,6
11954,64,25,18,5
11954,65,20,21,42
11954,47,25,18,1
11954,45,32,25,46
11954,61,17,21,47
11954,50,13,18,162
11954,56,14,24,7
11954,57,18,22,60
11954,58,17,22,28
11954,55,17,23,134
11954,64,17,20,34
11954,53,14,12,79
11954,66,15,23,25
11954,62,22,22,18
11954,58,13,22,32
11954,58,14,24,121
11954,40,21,24,1
11954,58,17,23,88
11954,64,25,19,29
11954,50,14,18,29
11954,61,25,21,48
11954,67,16,25,1
11954,58,24,25,3
11954,57,15,24,213
11954,57,16,23,34
11954,56,16,23,67
11954,57,14,23,103
11954,58,14,22,2
11954,62,10,20,63
11954,62,11,20,33
11954,57,15,23,5
11954,58,13,25,55
11954,67,19,24,30
11954,61,14,23,26
11954,51,14,21,47
11954,49,13,18,43
11954,49,14,17,33
11954,49,13,16,45
11954,49,14,16,16
11954,49,12,15,62
11954,64,22,19,160
11954,66,18,24,28
11954,65,25,23,14
11954,66,19,23,75
11954,60,16,21,65
11954,63,16,21,29
11954,62,25,20,129
11954,42,25,25,35
11954,56,14,25,10
11954,61,10,20,47
11954,61,11,21,57
11954,63,25,19,5
11954,58,23,25,63
11954,57,23,25,26
11954,55,20,24,84
11954,66,24,23,47
11954,60,17,23,76
11954,59,17,21,71
11954,62,24,19,119
11954,55,18,24,63
11954,66,18,23,89
11954,63,24,19,73
11954,61,12,22,44
11954,41,22,24,129
11954,65,20,23,3
11954,63,15,21,3
11954,55,19,24,37
11954,60,23,25,20
11954,44,33,22,10
11954,50,13,19,20
11954,66,14,23,4
11954,65,21,19,1
11954,64,26,19,72
11954,65,24,18,8
11954,57,14,22,7
11954,58,12,26,29
11954,57,17,23,103
11954,56,19,23,77
11954,45,32,26,50
11954,65,20,20,47
11954,64,23,19,8
11954,56,18,23,61
11954,62,12,22,176
11954,65,18,23,15
11954,50,16,12,64
11954,62,27,19,17
11954,56,13,25,7
11954,61,24,18,21
11954,61,23,18,2
11954,56,17,23,97
11954,46,23,25,1
11954,57,22,24,27
11954,57,17,24,8
11954,62,25,22,11
11954,54,16,24,32
11954,62,16,20,11
11954,62,17,21,43
11954,63,17,20,43
11954,62,17,20,43
11954,61,17,20,3
11954,39,21,23,1
11954,54,20,25,3
11954,62,27,21,28
11954,64,21,21,45
11954,63,25,21,11
11954,62,23,20,22
11954,61,24,19,2
11954,58,15,24,18
11954,62,17,24,55
11954,61,17,24,20
11954,66,17,23,82
11954,66,20,23,66
11954,65,27,23,18
11954,64,16,21,109
11954,60,15,20,13
11954,63,17,23,11
11954,63,16,23,29
11954,60,14,23,207
11954,60,13,22,8
11954,63,16,22,10
11954,63,21,22,84
11954,53,18,11,2
11954,59,15,24,16
11954,67,14,23,38
11954,65,25,22,5
11954,39,24,25,35
11954,55,21,24,8
11954,63,10,21,85
11954,60,9,20,7
11954,64,20,22,30
11954,59,15,20,23
11954,56,20,23,3
11954,41,21,24,1
11954,58,18,22,8
11954,62,24,18,12
11954,63,23,18,44
11954,50,14,17,3
11954,56,17,24,3
11954,62,23,18,73
11954,63,16,25,4
11954,60,15,21,2
11954,51,13,15,73
11954,51,12,14,51
11954,58,11,26,5
11954,51,13,17,51
11954,49,13,14,9
11954,50,13,14,1
11954,53,12,14,37
11954,52,12,13,44
11954,63,14,20,43
11954,45,30,28,31
11954,45,32,27,114
11954,64,24,19,78
11954,56,23,25,12
11954,58,18,23,11
11954,57,18,23,49
11954,59,17,22,35
11954,55,21,25,8
11954,55,16,24,2
11954,56,15,24,73
11954,57,16,24,58
11954,57,20,24,4
11954,61,17,23,50
11954,54,18,23,3
11954,60,15,23,85
11954,64,16,23,33
11954,61,13,23,48
11954,60,16,22,30
11954,64,16,22,23
11954,62,11,22,32
11954,62,12,21,45
11954,63,11,20,36
11954,64,16,20,13
11954,46,27,24,107
11954,46,29,23,77
11954,45,31,22,42
11954,63,21,23,9
11954,63,23,19,83
11954,51,12,16,68
11954,51,13,14,38
11954,52,13,13,133
11954,51,14,13,32
11954,51,15,12,64
11954,64,27,22,38
11954,63,27,21,15
11954,65,20,22,2
11954,65,19,22,163
11954,64,20,20,2
11954,64,23,18,42
11954,62,26,22,5
11954,59,16,22,18
11954,61,16,21,1
11954,67,17,24,49
11954,61,16,24,17
11954,67,19,23,37
11954,61,15,23,47
11954,66,18,22,33
11954,61,13,22,39
11954,64,18,21,57
11954,64,15,20,51
11954,63,16,20,8
11954,64,27,20,8
11954,45,29,25,29
11954,44,34,23,1
11954,60,16,23,55
11954,62,26,21,22
11954,60,16,20,5
11954,55,20,25,1
11954,65,25,19,36
11954,60,17,22,265
11954,62,26,19,60
11954,63,27,19,31
11954,62,25,21,64
11954,54,22,25,12
11954,63,26,18,10
11954,63,27,18,6
11954,58,22,25,1
11954,63,26,20,15
11954,66,21,24,12
11954,63,20,22,17
11954,62,23,19,21
11954,62,14,20,4
11954,63,18,24,6
11954,64,19,21,62
11954,63,28,20,6
11954,59,24,25,25
11954,61,27,21,2
11954,63,14,21,1
11954,60,11,23,2
11954,54,21,25,23
11954,59,17,23,29
11954,63,20,21,13
11954,64,26,21,3
11954,65,18,22,60
11954,60,15,22,4
11954,61,15,21,3
11954,64,15,21,8
11954,63,15,20,24
11954,63,13,20,2
11954,60,13,24,58
11954,46,25,24,176
11954,64,17,24,70
11954,63,17,22,4
11954,63,18,21,8
11954,63,22,23,2
11954,64,19,23,1
11954,60,11,22,2
11954,57,13,25,39
11954,49,15,14,1
11954,50,15,13,47
11954,50,13,13,154
11954,44,33,24,124
11954,50,14,20,67
11954,66,20,24,6
11954,63,22,24,1
11954,63,24,21,12
11954,64,21,20,12
11954,64,20,23,13
11954,40,23,25,116
11954,51,13,16,42
11954,64,17,22,64
11954,63,12,22,42
11954,63,12,21,137
11954,60,17,21,22
11954,61,14,22,11
11954,61,12,21,11
11954,59,12,26,58
11954,58,13,23,5
11954,61,12,23,32
11954,63,11,22,21
11954,63,9,21,1
11954,46,28,20,1
11954,59,9,20,1
11954,56,16,24,2
11954,62,17,23,87
11954,62,13,21,61
11954,54,20,24,30
11954,60,13,23,61
11954,61,12,24,57
11954,67,18,23,7
11954,60,11,24,3
11954,50,12,15,27
11954,63,12,20,54
11954,66,16,24,1
11954,66,17,24,3
11954,58,13,24,52
11954,62,16,24,4
11954,53,15,23,1
11954,52,17,11,87
11954,63,13,21,112
11954,64,16,24,18
11954,59,13,24,23
11954,62,11,21,8
11954,62,10,21,4
11954,44,33,27,59
11954,59,17,24,1
11954,61,9,21,41
11954,61,11,23,2
11954,62,13,23,19
11954,66,21,23,35
11954,47,27,24,2
11954,65,22,19,11
11954,63,24,17,14
11954,43,34,27,22
11954,62,27,20,5
11954,46,30,25,35
11954,63,25,18,12
11954,63,24,18,8
11954,39,25,25,2
11954,67,14,22,2
11954,53,22,25,17
11954,51,12,13,59
11954,67,17,25,18
11954,62,12,24,3
11954,66,16,23,12
11954,64,12,21,9
11954,63,11,21,83
11954,62,9,21,17
11954,57,22,25,1
11954,43,34,26,66
11954,46,26,25,1
11954,45,31,23,42
11954,62,13,20,2
11954,66,14,22,1
11954,54,19,25,5
11954,56,22,24,8
11954,66,21,25,4
11954,47,25,25,30
11954,46,25,25,24
11954,44,24,24,60
11954,44,25,24,3
11954,46,28,23,173
11954,57,14,25,15
11954,60,15,24,6
11954,63,20,20,1
11954,60,10,20,35
11954,47,24,25,3
11954,45,31,24,160
11954,67,17,23,1
11954,46,25,22,1
11954,61,11,22,17
11954,46,30,28,1
11954,65,21,21,4
11954,64,26,20,10
11954,63,26,19,16
11954,65,23,18,24
11954,48,19,17,2
11954,54,18,24,6
11954,60,16,24,7
11954,45,29,28,1
11954,42,23,24,57
11954,46,24,23,10
11954,61,24,22,8
11954,55,20,23,6
11954,40,21,23,69
11954,60,24,25,4
11954,62,24,20,70
11954,64,27,21,10
11954,49,13,17,9
11954,38,22,24,81
11954,39,22,24,2
11954,55,17,24,25
11954,56,18,24,11
11954,64,25,17,2
11954,59,12,22,29
11954,62,25,19,1
11954,39,18,23,8
11954,38,18,23,28
11954,38,18,22,64
11954,62,17,25,4
11954,68,14,23,21
11954,42,22,24,2
11954,38,17,23,58
11954,64,24,17,4
11954,46,29,22,30
11954,57,24,25,5
11954,63,20,23,3
11954,61,24,21,1
11954,40,19,23,69
11954,64,22,21,1
11954,48,22,17,2
11954,48,21,17,6
11954,65,26,23,7
11954,62,27,22,2
11954,51,12,17,29
11954,55,14,26,1
11954,57,19,23,1
11954,39,17,23,2
11954,44,32,26,112
11954,46,25,23,2
11954,46,24,22,45
11954,60,14,22,2
11954,44,31,22,63
11954,58,14,23,49
11954,66,22,23,19
11954,62,16,22,4
11954,64,19,22,21
11954,59,23,25,3
11954,58,22,24,4
11954,66,23,23,47
11954,40,24,25,3
11954,62,13,24,5
11954,63,16,24,2
11954,65,15,23,2
11954,67,16,23,16
11954,61,11,20,33
11954,61,25,22,1
11954,62,28,20,2
11954,45,32,24,19
11954,61,10,19,1
11954,59,16,21,2
11954,61,17,22,1
11954,54,17,23,19
11954,50,13,17,10
11954,40,20,23,75
11954,65,14,22,9
11954,63,18,25,37
11954,63,19,25,1
11954,62,18,25,2
11954,62,12,20,17
11954,62,19,21,1
11954,40,18,23,5
11954,51,16,11,40
11954,57,24,26,2
11954,57,19,22,1
11954,44,31,21,1
11954,45,30,21,131
11954,45,34,24,35
11954,45,33,26,8
11954,51,14,12,4
11954,56,14,23,3
11954,43,23,24,26
11954,44,33,23,61
11954,49,13,15,30
11954,49,15,13,47
11954,61,8,20,1
11954,60,8,20,3
11954,62,26,20,29
11954,45,28,22,1
11954,44,32,25,2
11954,45,31,28,8
11954,45,31,25,24
11954,46,31,25,21
11954,46,29,21,3
11954,48,14,15,42
11954,44,33,26,10
11954,47,26,24,3
11954,45,30,22,3
11954,51,17,12,25
11954,59,13,22,29
11954,47,27,19,4
11954,48,23,17,1
11954,62,9,20,22
11954,50,14,22,28
11954,50,17,12,44
11954,45,32,22,1
11954,51,11,17,37
11954,49,14,13,1
11954,51,13,13,54
11954,44,34,25,38
11954,45,29,24,1
11954,45,33,24,11
11954,63,27,22,16
11954,46,26,24,2
11954,65,13,22,1
11954,66,24,19,2
11954,54,19,24,2
11954,57,18,24,2
11954,62,20,21,2
11954,63,19,21,1
11954,61,24,23,1
11954,65,19,21,7
11954,51,13,19,2
11954,49,14,20,2
11954,42,34,26,21
11954,46,24,25,69
11954,58,19,22,38
11954,40,25,26,15
11954,48,14,14,71
11954,51,13,12,39
11954,54,15,12,65
11954,44,32,27,47
11954,42,24,25,51
11954,39,22,23,83
11954,43,32,26,27
11954,44,31,28,13
11954,38,24,25,58
11954,45,29,29,28
11954,61,9,20,48
11954,43,24,24,26
11954,56,19,24,5
11954,62,18,23,5
11954,51,15,13,10
11954,43,25,25,40
11954,44,31,26,58
11954,59,16,24,9
11954,39,24,26,17
11954,45,28,29,65
11954,51,12,15,17
11954,58,12,25,9
11954,51,11,16,32
11954,42,24,26,35
11954,43,33,26,6
11954,52,13,12,20
11954,39,20,23,12
11954,51,17,11,21
11954,48,14,16,8
11954,45,31,27,6
11954,42,24,24,35
11954,62,24,21,7
11954,44,23,25,20
11954,45,33,25,26
11954,43,25,26,6
11954,39,19,23,7
11954,45,28,23,5
11954,50,11,15,24
11954,38,23,24,11
11954,62,19,23,20
11954,65,17,24,19
11954,52,14,12,32
11954,46,28,29,7
11954,57,21,23,6
11954,44,31,27,30
11954,43,33,27,7
11954,64,21,19,3
11964,42,10,17,10
11964,53,10,16,47
11964,59,12,20,2
11964,38,12,16,70
11964,66,18,23,46
11964,39,12,16,44
11964,64,27,23,16
11964,37,14,17,93
11964,38,11,17,83
11964,34,14,17,33
11964,59,24,24,15
11964,38,12,17,69
11964,36,17,22,40
11964,49,10,18,8
11964,38,24,24,12
11964,41,24,24,25
11964,39,12,15,61
11964,37,17,20,38
11964,45,11,15,23
11964,36,13,20,19
11964,59,12,21,18
11964,61,12,19,32
11964,38,13,16,52
