bodyId,bx,by,bz,count
10001,35,35,18,93
10001,41,22,27,113
10001,35,35,19,88
10001,36,38,24,29
10001,46,34,33,1
10001,41,30,27,5
10001,34,36,24,14
10001,35,27,27,123
10001,37,25,26,44
10001,34,33,21,10
10001,38,25,26,44
10001,36,33,24,79
10001,36,34,21,56
10001,48,42,44,1
10001,42,23,27,175
10001,36,37,26,16
10001,38,23,37,1
10001,41,24,28,15
10001,35,36,22,11
10001,34,30,25,65
10001,36,31,25,10
10001,48,38,38,2
10001,34,36,19,1
10001,36,36,24,52
10001,34,34,18,3
10001,35,34,22,89
10001,47,42,44,1
10001,39,28,26,15
10001,35,37,24,42
10001,34,36,18,1
10001,35,26,28,12
10001,48,38,40,1
10001,36,32,25,18
10001,35,34,15,4
10001,37,23,37,2
10001,34,35,17,84
10001,33,27,27,39
10001,43,31,30,3
10001,36,33,21,28
10001,39,29,27,6
10001,48,37,38,1
10001,47,39,41,1
10001,34,26,28,33
10001,35,34,20,104
10001,35,32,22,12
10001,36,37,25,60
10001,43,32,30,3
10001,36,33,23,57
10001,35,26,26,24
10001,37,29,26,4
10001,35,31,25,143
10001,47,37,38,1
10001,35,33,22,77
10001,36,21,35,1
10001,46,35,36,1
10001,43,24,27,44
10001,47,38,38,1
10001,34,34,17,12
10001,37,35,19,5
10001,35,29,28,144
10001,48,40,40,1
10001,35,35,21,30
10001,35,36,21,19
10001,40,24,28,17
10001,49,52,86,27
10001,48,52,85,34
10001,48,55,87,41
10001,36,37,22,14
10001,48,54,87,11
10001,49,54,88,2
10001,48,53,84,54
10001,49,53,83,68
10001,48,51,82,64
10001,48,52,78,52
10001,48,49,51,22
10001,49,49,48,1
10001,46,54,90,3
10001,49,55,86,1
10001,47,53,85,9
10001,47,55,91,13
10001,48,55,86,13
10001,48,54,88,12
10001,48,53,87,2
10001,48,55,90,1
10001,48,54,84,4
10001,48,51,79,2
10001,50,52,84,9
10001,35,35,22,61
10001,41,25,26,13
10001,37,22,30,14
10001,49,52,66,2
10001,36,32,22,39
10001,36,32,21,5
10001,40,22,28,28
10001,34,29,26,23
10001,43,23,26,17
10001,36,26,26,25
10001,36,30,25,2
10001,34,31,24,48
10001,34,32,24,47
10001,35,37,23,35
10001,35,37,22,19
10001,35,34,21,55
10001,35,33,21,107
10001,34,32,23,63
10001,36,27,29,72
10001,36,29,25,24
10001,35,34,25,66
10001,34,34,22,73
10001,34,28,29,132
10001,35,28,29,149
10001,34,30,26,22
10001,35,30,24,18
10001,34,35,24,13
10001,34,36,23,12
10001,36,35,22,20
10001,36,35,21,43
10001,35,33,20,26
10001,37,35,20,4
10001,37,34,19,10
10001,35,34,19,94
10001,36,29,28,11
10001,36,30,26,12
10001,36,31,26,1
10001,35,36,24,28
10001,36,34,24,40
10001,36,37,23,18
10001,37,34,20,5
10001,37,23,28,2
10001,41,23,28,2
10001,38,35,21,11
10001,37,22,31,4
10001,44,23,29,19
10001,42,19,27,21
10001,42,21,27,32
10001,35,28,26,8
10001,36,36,25,1
10001,41,25,27,2
10001,35,35,24,18
10001,34,33,22,21
10001,38,34,21,10
10001,38,34,20,22
10001,34,34,20,7
10001,35,36,19,4
10001,34,37,21,6
10001,46,23,29,27
10001,35,32,26,13
10001,49,51,78,1
10001,44,32,30,1
10001,36,30,24,3
10001,35,21,36,2
10001,46,35,34,1
10001,48,52,72,6
10001,34,29,25,4
10001,47,54,91,1
10001,34,34,24,2
10001,48,53,72,3
10001,48,52,71,11
10001,33,27,29,27
10001,32,27,29,21
10001,35,28,25,10
10001,41,21,28,9
10001,33,29,28,7
10001,34,31,25,2
10001,35,27,29,13
10001,34,30,27,3
10001,36,30,27,7
10001,41,24,26,4
10001,35,32,21,8
10001,43,23,29,14
10001,36,26,27,1
10001,36,33,20,1
10001,49,51,82,8
10001,49,49,53,1
10001,43,23,28,2
10001,42,23,26,5
10001,38,27,26,5
10001,37,37,26,2
10001,42,24,26,1
10001,35,37,21,1
10001,35,36,18,1
10001,34,35,15,1
10001,35,32,27,2
10001,35,31,27,4
10001,34,32,27,1
10001,34,31,27,2
10001,38,29,26,5
10001,38,34,19,1
10001,42,21,28,1
10001,38,25,27,1
10001,46,34,35,4
10001,48,52,68,24
10001,48,47,49,3
10001,48,53,70,10
10001,48,51,83,46
10001,49,51,62,6
10001,48,53,63,3
10001,48,51,62,18
10001,48,49,54,10
10001,48,50,59,10
10001,47,49,50,9
10001,48,49,55,4
10001,49,51,79,1
10001,37,25,27,3
10001,49,52,82,1
10005,43,17,26,12
10005,43,23,20,72
10005,42,27,25,46
10005,44,28,25,2
10005,56,32,35,74
10005,37,14,16,123
10005,33,16,17,268
10005,42,25,23,77
10005,38,18,20,29
10005,47,20,17,1
10005,39,25,24,10
10005,56,33,36,91
10005,30,14,19,284
10005,40,14,14,22
10005,33,17,20,82
10005,54,29,29,617
10005,31,16,18,206
10005,33,14,17,190
10005,42,18,13,2
10005,32,14,19,321
10005,29,15,19,242
10005,41,28,29,101
10005,40,18,12,36
10005,32,16,20,328
10005,42,11,16,34
10005,32,17,18,128
10005,42,26,24,80
10005,30,15,20,317
10005,40,16,20,70
10005,41,19,13,8
10005,32,17,20,105
10005,36,16,17,91
10005,41,19,12,2
10005,38,15,14,4
10005,39,27,30,40
10005,40,24,23,26
10005,40,23,23,28
10005,40,18,13,12
10005,30,16,18,126
10005,42,23,18,93
10005,38,15,15,1
10005,31,15,18,291
10005,31,15,21,123
10005,42,15,23,34
10005,40,26,23,8
10005,31,18,20,44
10005,37,16,17,37
